username,review,clean_review
Sandi Gustian,"Bisa gak ganti ekspedisi nya gak usah pake si cepat lagi pengiriman nya lama sekali nyampe 20hari mengecewakan pelanggan,gak masuk akal masa dari JKT ke Kepri nyampe 20hari sedangkan jnt/JNE selalu cepat paling lama pun 8 hari sudah di rumah memang kacau ekspedisi si cepat kecewa saya,yg tadi nya paket itu mau di pake malah gak nyampe nyampe",gak ganti ekspedisi nya gak usah pake si cepat kirim nya lama sekali nyampe 20hari kecewa pelanggangak masuk akal masa jkt kepri nyampe 20hari jntjne selalu cepat paling lama 8 hari rumah memang kacau ekspedisi si cepat kecewa sayayg tadi nya paket mau di pake malah gak nyampe nyampe
Guntur Alumunium&Kaca,"Lebih dari 3 thn saya belanja di aplikasi sebelah,,,,Saya coba pake aplikasi ini,coba² untuk order...tp order 2 kali selalu di batalkan sistem,,,apakah karena harga promo jadi di batalkan....rasa kecewa tetap ada tapi,,,gimana lagi,,,ras kecewa ini membuat malas.belanja di aplikasi sini...🙏",lebih 3 thn belanja aplikasi sebelahsaya coba pake aplikasi inicoba ordertp order 2 kali selalu batal sistemapakah harga promo jadi batalkanrasa kecewa tetap tapigimana lagiras kecewa buat malasbelanja aplikasi sini
Sandi Guritamandala,"Jujur saya pengguna tokopedia sudah lama, Saya pengguna Gopinjam juga. Namun Makin sini, tidak ada kemajuan untuk membantu customer. Malah daya lihat fiturnya makin aneh dan makin mencekik. Pokoknya saya kecewa berat dengan perubahan yang signifikan dari fitur tokopedia yang khususnya gopinjam, yang berubah total sistemnya.",jujur guna tokopedia lama guna gopinjam namun makin sini ada maju bantu customer malah daya lihat fiturnya makin aneh makin cekik pokok kecewa berat ubah signifikan fitur tokopedia khusus gopinjam ubah total sistem
Adul Game,"Aplikasi nya jadi jelek,semakin berat. Voucher gratis di hilangkan. Ongkir mahal, pengiriman jga lambat. Di informasi pengiriman jelek kurang jelas dan tidak ada no kurir. Tidak seperti di apk sblah bebas ongkir, pengiriman kurir reguler hnya 24jam.",aplikasi nya jadi jeleksemakin berat voucher gratis hilang ongkir mahal kirim jga lambat informasi kirim jelek kurang jelas no kurir tidak seperti apk sblah bebas ongkir kirim kurir reguler hnya 24jam
Ichaey Vhernandhezt,"Kenapa tokopedia susah bangat layanan COD nya untuk luar pulau jawa, aga kecewa sama tokopedia nya, semakin ribet, saran saya tolong di perbaiki, terutama expedisinya pengiriman yang lelet, dan tolong beri pembeli pilihan untuk memilih kurir yg menjangkau wilayah nya, klau di daerah saya kurir sicepat tidak bekerja dengan baik.",tokopedia susah bangat layan cod nya luar pulau jawa aga kecewa sama tokopedia nya makin ribet saran tolong baik utama expedisinya kirim lelet tolong beri beli pilih pilih kurir yang jangkau wilayah nya klau daerah kurir sicepat kerja baik
Kalashnikov,"Secara keseluruhan sangat baik, terlebih memberikan banyak promo, namun saya kecewa pada fitur langsung laku nya, sudah dihilangkan malah membuat saya kecewa, saya tidak dapat menjual handphone dengan terpercaya meski harga miring sekalipun, tolong ya pihak tokopedia atau goto, kembalikan fitur langsung laku",seluruh sangat baik lebih beri banyak promo kecewa fitur langsung laku nya hilang malah buat kecewa saya tidak jual handphone percaya meski harga miring sekalipun ya pihak tokopedia goto kembali fitur langsung laku
Yans Sopian,"Saya rating full bintang 5 kembali setelah sekian lama ngasih bintang 1 terus.. hari ini saya puas sekali.. pesan barang dari karawang opsi pengiriman gratis ongkir.. nilai barang 20k sehari sampe.. gak pake lempar kurir ini itu. Pake J&T gak dioper ke kurir lain.. memang seperti ini seharusnya.. gak kaya sebelumnya.. ceritanya aja ""KURIR REKOMENDASI""...",rating full bintang 5 telah sekian lama ngasih bintang 1 terus hari saya puas sekali pesan barang karawang opsi kirim gratis ongkir nilai barang 20k hari sampe gak pake lempar kurir itu pake jt gak oper kurir memang ini gak kaya belum cerita aja kurir rekomendasi
An Dra,Pengiriman lama. 2kali dibatalkan sistem. Pembayaran via TF sukses. Tp pesanan di batalkan. Dana masuk ke dana Tokopedia gk ke rekening pembeli Giliran mau beli produk Laen gk bisa bayar pakai saldo yang ada. Bikin pusing,kirim lama 2kali batal sistem bayar via tf sukses tp pesan batal dana masuk dana tokopedia gak rekening beli gilir mau beli produk laen gak bayar pakai saldo ada bikin pusing
KAZY,"Tolong perbaiki, terdapat bug dimana ketika kita seringkali menambahkan dan mengurangi/menghilangkan barang di keranjang sistem akan mengalami kesalahan hitung. Saya menemukan bug ini saat iseng menambahkan dan mengurangi barang di keranjang tapi saat saya membersihkan sepenuhnya keranjang dan menambah kan kembali barang yang sudah di hapus, nominalnya akan menjadi lebih murah. Tolong perbaiki bug yang fatal seperti itu",baik dapat bug ketika seringkali tambah mengurangimenghilangkan barang keranjang sistem alami salah hitung temu bug saat iseng tambah kurang barang keranjang saat bersih sepenuh keranjang tambah kan barang sudah hapus nominal jadi lebih murah baik bug fatal itu
Good Mood,Tolong kasih menu buat pilih ekspedisi. Dibikin pusing sama sicepat. Ekspedisi banyak masalah kok masih aja dipake. Kayak gini yang sebenarnya bikin males belanja di ijo daripada oren. Udah 4 taun di ijo tapi masih aja dibuat emosi sama ekspedisinya,kasih menu buat pilih ekspedisi bikin pusing sama sicepat ekspedisi banyak masalah kok aja dipake kayak gin benar bikin males belanja ijo oren udah 4 taun ijo masih aja buat emosi sama ekspedisi
Apriyanto Sakri,"Sarana belanja online yg aman dan terpercaya. Sudah 10 tahun an lebih. tidak mengecewakan dalam mengatasi permasalahan yg ada untuk complain produk, ekpedisi.dan lainnya. Dan terselesaikan dengan senyum kepuasan atas keputusan pihak Toped yg memberikan keamanan untuk konsumen. sukses selalu Tokopedia. Aamiin",sarana belanja online yang aman percaya 10 tahun an lebih kecewa atas masalah yang complain produk ekpedisidan lain selesai senyum puas atas putus pihak toped yang beri aman untuk konsumen sukses selalu tokopedia aamiin
Maryam Azmi Prastiyo,"Pengalaman saya di Tokopedia agak kurang memuaskan karena entah saya saja yang mengalami atau memang semua orang mengalami juga, jika setiap pesan sesuatu dari online store ini pengirimannnya begitu lama sekali, walaupun tidak mencapai estiminasi tapi tetap saja selama ini selalu lambat sekali, padahal kurirnya beda-beda tapi tetap lama.",alam di tokopedia kurang muas entah alami memang semua orang alami jika pesan dari online store pengirimannnya lama sekali walaupun capai estiminasi tetap saja lama selalu lambat sekali padahal kurir bedabeda tetap lama
Rrisna,"Aplikasi aneh. Belanja dibatalkan oleh sistem karena katanya terindikasi memiliki data digital yg sama dg akun lain. Setelah didesak diinfokan nama dan no HP akun yg sama sekali gak kenal, bahkan nama dan nomor jauh dr akun saya. Alasannya terlalu mengada2. Sangat mengesalkan CS dichat jawabnya template dan berlindung di balik pasal2 gak masuk akal yg mereka buat. Menyesal berat buka akun Tokopedia, sangat mengecewakan. Percuma nggak akan pernah saya pake lagi, biar uang saya menggantung di sana",aplikasi aneh belanja batal sistem kata indikasi milik data digital yang sama dg akun telah desak info nama no hp akun yang sama sekali gak kenal bahkan nama nomor jauh dr akun alas terlalu mengada2 sangat kesal cs dichat jawab template lindung balik pasal2 gak masuk akal yang buat sesal berat buka akun tokopedia sangat kecewa percuma akan pernah pake biar uang gantung sana
SULIS HOWARD,"Makin kacau dan ga jelas..mau pesan barang banyak dibatalkan,beberapa transaksi dibatalkan.....kalau ada bintang dibawah 1 sya pasti akan kasi bintang dibawah 1... Terlalu tidak jelas syarat dan ketentuannya... Mau beli saja kok dipersulit... Bisa bisa banyak ditinggalkan pengguna... Pindah saja ke toko sebelah yg lebih mudah digunakan...",makin kacau ga jelasmau pesan barang banyak dibatalkanbeberapa transaksi dibatalkankalau bintang bawah 1 sya akan kasi bintang bawah 1 terlalu jelas syarat tentu mau beli kok sulit bisa banyak tinggal guna pindah ke toko belah yang lebih mudah guna
RADIT Tian,"barang belum diterima sudah masuk tagihan later, kirim paket pake si cepat ekspedisi gembel, kalo barang belum diterima juga saya gak akan bayar later ny titik,orang barang belum diterima sudah masuk tagihan aj gelo ekspedisi si cepat, jadi gmn nih ekspedisi ny min toped",barang terima masuk tagih later kirim paket pake si cepat ekspedisi gembel kalo barang terima saya gak bayar later ny titikorang barang terima masuk tagih aj gelo ekspedisi si cepat jadi gmn nih ekspedisi ny min toped
Jaka Permana,"Jujur ui kurang menarik,fitur2 search yg memudahkan konsumen buat cari barang di dalam etalase toko tidak ada,filter/klasifikasi barang(harga terendah-tertinggi)pun tidak ada sama sekali,masa harus kita scroll satu persatu,ia kalau barang toko sedikit kalau bnyk bikin capek dan bosan jadinya.",jujur ui kurang menarikfitur2 search yang mudah konsumen buat cari barang dalam etalase toko adafilterklasifikasi barangharga terendahtertinggipun ada sama sekalimasa kita scroll satu persatuia kalau barang toko sedikit kalau bnyk bikin capek bosan jadi
Syahril Hsb,"Ok tokopedia bagus namun saya lebih baik kembali lagi ke shoope karna minim bug apalagi saya jarang berbelanja di tokopedia karna sering tidak mendapatkan voucer gratis ongkir dan kadang voucer saya hilang entah kemana dan di tokopedia banyak seler yang menguntungkan pembatalan otomatis yang membuat paket lebih lama sampai, saya sudah ajukan ini ke tokopedia care namun ujung ujung nya tidak tidak terlalu membantu itu saja yang saya alami di tokopedia ini mungkin orang lain ada yang lebih baik",tokopedia bagus lebih baik lagi shoope karna minim bug saya jarang belanja tokopedia karna sering dapat voucer gratis ongkir kadang voucer saya hilang entah dan tokopedia banyak seler untung batal otomatis buat paket lebih lama saya aju ke tokopedia care ujung ujung nya tidak terlalu bantu saja saya alami tokopedia mungkin orang ada lebih baik
Riffno Kurniadi,"Belanja di Tokopedia hanya menguntungkan bagi yg dekat dg seller. Namun tidak bagi yg beda pulau, ongkirnya bisa sangat mahal, walau sudah menggunakan voucher bagi pengguna baru sekalipun. Hal inilah yg sangat membedakan dg marketplace sebelah, dimana pengguna baru benar-benar dikasih gratis ongkir 100% minimal belanja Rp.0 walau beda pulau untuk pertama kalinya.",belanja tokopedia untung yang dekat dg seller tidak yang beda pulau ongkirnya sangat mahal sudah guna voucher guna baru sekalipun ini yang sangat beda dg marketplace belah guna baru benarbenar kasih gratis ongkir 100 minimal belanja rp0 beda pulau pertama kali
Ali Usmanto,"limit MAKSIMAL 400 pcs di keranjang itu update terkonyol taun ini. GAK SEMUA satuan di keranjang itu satuan besar, PAX,LOT,ROLL,dll. Toped tau gak sih, kalo sellernya itu banyak yg jual material kayak kabel, permeter, komponen kecil yg harga ratusan rupiah jualnya per pcs. misal led, harga 100rp itu kalo saya beli paling gak 200pcs. baru keranjangin 2 item udah penuh limit. BIKIN EMOSI aja",limit maksimal 400 pcs keranjang update konyol taun gak semua satu keranjang satu besar paxlotrolldll toped tau gak sih kalo sellernya banyak yang jual material kayak kabel meter komponen kecil yang harga ratus rupiah jual per pcs misal led harga 100rp kalo beli paling gak 200pcs baru keranjangin 2 item udah penuh limit bikin emosi aja
Zuka Mawl,"Saya bener2 ngga suka sama yang namanya Kurir Rekomendasi karena lebih molor dari kurir biasanya, dan juga update resinya ngga pernah tepat, dilacak pun ngga ada bedanya sama kyk di aplikasi. Mending kyk sebelumnya, gratis ongkir ke jasa ekspedisi biasa, lebih bagus kyk gitu atau bikin sistem kyk shopee yang bisa milih jasa ekspedisi sendiri. Customer service nya juga tolong jangan diganti ke AI, benar benar tidak membantu customer sama sekali",bener2 ngga suka sama nama kurir rekomendasi lebih molor kurir biasa update resi ngga pernah tepat lacak ngga beda sama kyk aplikasi mending kyk belum gratis ongkir jasa ekspedisi biasa lebih bagus kyk gitu bikin sistem kyk shopee bisa milih jasa ekspedisi sendiri customer service nya juga tolong jangan ganti ai benar benar bantu customer sama sekali
Andreas Babeh,"Tetap berkendala mslh pengiriman dgn kurir rekomendasi yglelet. Tdk ada perbaikan. Permainan & kupon cb/diskon tdk menarik, susah digunakan. Layanan plus yg tdk guna. Sedangkan marketplace sblh trs berbenah meningkatkan layanan, promosi, bahkan mendengarkan keluhan konsumen. Saya belanja di toped hanya utk pembayaran tagihan. Belanja di toped hanya utk belanja barang official aja, krn cenderung lbh aman. UPDATE : tambah parah krn diskusi produk dihilangkan. Semakin malas belanja di toped.",tetap kendala mslh kirim dgn kurir rekomendasi yglelet tidak baik main kupon cbdiskon tidak tarik susah guna layan plus yang tidak sedang marketplace sblh terus benah tingkat layan promosi bahkan dengar keluh konsumen belanja toped utk bayar tagih belanja toped utk belanja barang official aja krn cenderung lbh aman update tambah parah krn diskusi produk hilang makin malas belanja toped
alexander,"Tokopedia harus memperbaiki regulasi penjualnya, karena banyak sekali penjual yg menjual barang tidak sesuai dengan yg dipajang ( barang import ) dan yg dikirim barang lokal kualitasnya jelek, tipis, gampang rusak dan proses komplein sangat2 susah, berbelit2 tapi uang tetap kembali walaupun memakan waktu lama. Tolong dikasih fitur blokir tampa batas pedagang / toko yg melakukan penipuan agar pembeli bisa menyortir toko2/pedagang2 yg menipu!",tokopedia baik regulasi jual banyak sekali jual yang jual barang sesuai yang pajang barang import yang kirim barang lokal kualitas jelek tipis gampang rusak proses komplein sangat2 susah berbelit2 uang tetap walaupun makan waktu lama kasih fitur blokir tampa batas dagang toko yang laku tipu beli sortir toko2pedagang2 yang tipu
Dimas Hadi Wicaksono,"menurut saya sih sejauh ini cukup praktis untuk digunakan dalam berbelanja online. Banyak produk tersedia dengan harga yang bersaing, meskipun kadang promo tidak selalu relevan dengan kebutuhan saya. Proses pengiriman terkadang sesuai estimasi, tapi kadang tidak sesuai dengan pengiriman seperti gojek instant 3 jam dikirim besok karena tokonya sudah tutup. Secara keseluruhan, Tokopedia bisa jadi pilihan, tapi masih ada beberapa hal yang perlu diperbaiki lagi",sih jauh cukup praktis guna belanja online banyak produk sedia harga saing meski kadang promo selalu relevan butuh saya proses kirim terkadang sesuai estimasi kadang sesuai kirim gojek instant 3 jam kirim besok toko tutup seluruh tokopedia jadi pilih masih beberapa yang perlu baik
Andi Kusnadi,"Kenapa mau pasang kupon diskon nya ngga bisa, error terus, makin update malah makin parah, kupon diskon nya sedikit trus giliran kupon diskon nya mau di pake tiba² ngga bisa, makin aneh sekarang tokopedia Makin di update malah bukan nya makin bener malah makin banyak bug nya dan makin berat nih aplikasi",mau pasang kupon diskon nya ngga error terus makin update malah makin parah kupon diskon nya sedikit trus gilir kupon diskon nya mau pake tiba ngga makin aneh sekarang tokopedia makin update malah bukan nya makin bener malah makin banyak bug nya makin berat nih aplikasi
ACE Rex,Gan Toped tolong dong feature penghapus pesan diaktifkan lagi. Pesan² lama yang sudah tidak relevan cukup mengganggu dan memboroskan penyimpanan. Terimakasih,gan toped dong feature hapus pesan aktif pesan lama sudah relevan cukup ganggu boros simpan terimakasih
AnR,"payah, masa transaksi dibatalkan sistem terus pas refund uang nya jadi berkurang? saya kan tidak melakukan transaksi apapun, itupun dibatalkan sistem!! masa saya yg harus kena imbasnya? tokopedia payah. kalau begitu enak dong tokopedia, tinggal gagalin transaksi punya orang, terus saldo yg kembali dikurangin, dapet uang deh..😑payah",payah masa transaksi batal sistem terus pas refund uang nya jadi kurang kan laku transaksi apa itu batal sistem masa yang kena imbas tokopedia payah kalau enak dong tokopedia tinggal gagalin transaksi punya orang terus saldo yang rangin dapet uang dehpayah
